Indic Sentence,English Sentence,cleaned_english_text,cleaned_bengali_text,token_english,token_bengali,POS_Tags_eng,POS_Tags_ben,NER_eng,NER_ben,stem_eng,stem_ben
আমরা বেরিয়ে পড়ি।,We got out.,we got out,আমরা বেরিয়ে পড়ি,"['got', 'out']","['বেরিয়ে', 'পড়ি']","[('we', 'NN'), ('got', 'NN'), ('out', 'IN')]","[('আমরা', 'PPR'), ('বেরিয়ে', 'VM'), ('পড়ি', 'VAUX')]","[('got', 'VBD'), ('out', 'RP')]","[('আমরা', 'S-PER'), ('বেরিয়ে', 'O'), ('পড়ি', 'O')]","['got', 'out']","['বেরিয়', 'পড়ি']"
"তিনি বলেন, “আমরা কাউকে ঘেরাও করে রাখিনি।","“We have not detained anyone,” he said.",we have not detained anyone he said,তিনি বলেন আমরা কাউকে ঘেরাও করে রাখিনি,"['have', 'not', 'detained', 'anyone', 'said']","['তিনি', 'বলেন', 'কাউকে', 'ঘেরাও', 'করে', 'রাখিনি']","[('we', 'RB'), ('have', 'JJ'), ('not', 'NN'), ('detained', 'VBD'), ('anyone', 'DT'), ('he', 'JJ'), ('said', 'NNS')]","[('তিনি', 'PPR'), ('বলেন', 'VM'), ('আমরা', 'PPR'), ('কাউকে', 'NC'), ('ঘেরাও', 'NC'), ('করে', 'VM'), ('রাখিনি', 'VM')]","[('have', 'VB'), ('not', 'RB'), ('detained', 'VBN'), ('anyone', 'NN'), ('said', 'VBD')]","[('তিনি', 'S-PER'), ('বলেন', 'O'), ('আমরা', 'S-PER'), ('কাউকে', 'O'), ('ঘেরাও', 'O'), ('করে', 'O'), ('রাখিনি', 'O')]","['have', 'not', 'detain', 'anyone', 'said']","['তিনি', 'বলেন', 'কাউক', 'ঘেরাও', 'ক', 'রাখিনি']"
"‘‘আমরা স্পেন সরকারের অবস্থান সমর্থন করি,'' জার্মান চ্যান্সেলর আঙ্গেলা ম্যার্কেল ব্রাসেলসে মন্তব্য করেছেন৷ পরে তিনি আরো বলেন যে, ‘‘স্পেনীয় সংবিধানের ভিত্তিতে'' সংকটের সমাধান হবে বলে তাঁর আশা৷
","""We back the position of the Spanish government,"""" German Chancellor Angela Merkel said in Brussels and said later she hoped there would be solutions based """"on the grounds of the Spanish constitution.""
",we back the position of the spanish government german chancellor angela merkel said in brussels and said later she hoped there would be solutions based on the grounds of the spanish constitution,আমরা স্পেন সরকারের অবস্থান সমর্থন করি জার্মান চ্যান্সেলর আঙ্গেলা ম্যার্কেল ব্রাসেলসে মন্তব্য করেছেন৷ পরে তিনি আরো বলেন যে স্পেনীয় সংবিধানের ভিত্তিতে সংকটের সমাধান হবে বলে তাঁর আশা৷,"['back', 'position', 'spanish', 'government', 'german', 'chancellor', 'angela', 'merkel', 'said', 'brussels', 'said', 'later', 'hoped', 'would', 'solutions', 'based', 'grounds', 'spanish', 'constitution']","['স্পেন', 'সরকারের', 'অবস্থান', 'সমর্থন', 'করি', 'জার্মান', 'চ্যান্সেলর', 'আঙ্গেলা', 'ম্যার্কেল', 'ব্রাসেলসে', 'মন্তব্য', 'করেছেন৷', 'পরে', 'তিনি', 'আরো', 'বলেন', 'যে', 'স্পেনীয়', 'সংবিধানের', 'ভিত্তিতে', 'সংকটের', 'সমাধান', 'হবে', 'বলে', 'তাঁর', 'আশা৷']","[('we', 'NN'), ('back', 'NN'), ('the', 'NN'), ('position', 'NN'), ('of', 'IN'), ('the', 'NN'), ('spanish', 'VBZ'), ('government', 'JJ'), ('german', 'NN'), ('chancellor', 'NN'), ('angela', 'DT'), ('merkel', 'NN'), ('said', 'VBZ'), ('in', 'NNS'), ('brussels', 'VBP'), ('and', 'DT'), ('said', 'JJ'), ('later', 'NN'), ('she', 'VBZ'), ('hoped', 'JJ'), ('there', 'NN'), ('would', 'NN'), ('be', 'NN'), ('solutions', 'NNS'), ('based', 'VBP'), ('on', 'RB'), ('the', 'JJ'), ('grounds', 'NN'), ('of', 'IN'), ('the', 'NN'), ('spanish', 'NNS'), ('constitution', 'VBP')]","[('আমরা', 'PPR'), ('স্পেন', 'NC'), ('সরকারের', 'NC'), ('অবস্থান', 'NC'), ('সমর্থন', 'NC'), ('করি', 'VM'), ('জার্মান', 'JJ'), ('চ্যান্সেলর', 'NC'), ('আঙ্গেলা', 'NC'), ('ম্যার্কেল', 'NC'), ('ব্রাসেলসে', 'NC'), ('মন্তব্য', 'NC'), ('করেছেন৷', 'VM'), ('পরে', 'NST'), ('তিনি', 'PPR'), ('আরো', 'JQ'), ('বলেন', 'VM'), ('যে', 'CSB'), ('স্পেনীয়', 'JJ'), ('সংবিধানের', 'NC'), ('ভিত্তিতে', 'NC'), ('সংকটের', 'NC'), ('সমাধান', 'NC'), ('হবে', 'VM'), ('বলে', 'CSB'), ('তাঁর', 'PPR'), ('আশা৷', 'PU')]","[('back', 'RB'), ('position', 'NN'), ('spanish', 'JJ'), ('government', 'NN'), ('german', 'JJ'), ('chancellor', 'NN'), ('angela', 'NN'), ('merkel', 'NN'), ('said', 'VBD'), ('brussels', 'NNS'), ('said', 'VBD'), ('later', 'RBR'), ('hoped', 'VBN'), ('would', 'MD'), ('solutions', 'NNS'), ('based', 'VBN'), ('grounds', 'NNS'), ('spanish', 'JJ'), ('constitution', 'NN')]","[('আমরা', 'S-PER'), ('স্পেন', 'O'), ('সরকারের', 'O'), ('অবস্থান', 'O'), ('সমর্থন', 'O'), ('করি', 'O'), ('জার্মান', 'S-LOC'), ('চ্যান্সেলর', 'O'), ('আঙ্গেলা', 'O'), ('ম্যার্কেল', 'O'), ('ব্রাসেলসে', 'O'), ('মন্তব্য', 'O'), ('করেছেন৷', 'O'), ('পরে', 'O'), ('তিনি', 'S-PER'), ('আরো', 'O'), ('বলেন', 'O'), ('যে', 'O'), ('স্পেনীয়', 'O'), ('সংবিধানের', 'O'), ('ভিত্তিতে', 'O'), ('সংকটের', 'O'), ('সমাধান', 'O'), ('হবে', 'O'), ('বলে', 'O'), ('তাঁর', 'S-PER'), ('আশা৷', 'O')]","['back', 'position', 'spanish', 'governme', 'german', 'chancellor', 'angela', 'merkel', 'said', 'brussel', 'said', 'lat', 'hop', 'would', 'solution', 'ba', 'ground', 'spanish', 'constitution']","['স্পেন', 'সরকা', 'অবস্থান', 'সমর্থন', 'করি', 'জার্মান', 'চ্যান্সেল', 'আঙ্গেলা', 'ম্যার্কেল', 'ব্রাসেলস', 'মন্তব্য', 'করেছেন৷', 'প', 'তিনি', 'আরো', 'বলেন', 'য', 'স্পেনীয়', 'সংবিধান', 'ভিত্তিত', 'সংকট', 'সমাধান', 'হব', 'বল', 'তাঁ', 'আশা৷']"
"সাংবাদিকতা কোন ব্যবসা নয়, এটা এক দায়িত্ব
","Journalism is not a business, it is a responsibility.
",journalism is not a business it is a responsibility,সাংবাদিকতা কোন ব্যবসা নয় এটা এক দায়িত্ব,"['journalism', 'not', 'a', 'business', 'a', 'responsibility']","['সাংবাদিকতা', 'কোন', 'ব্যবসা', 'নয়', 'দায়িত্ব']","[('journalism', 'NN'), ('is', 'NNS'), ('not', 'VBP'), ('a', 'DT'), ('business', 'NN'), ('it', 'NNS'), ('is', 'VBP'), ('a', 'DT'), ('responsibility', 'NN')]","[('সাংবাদিকতা', 'NC'), ('কোন', 'JQ'), ('ব্যবসা', 'NC'), ('নয়', 'VM'), ('এটা', 'PPR'), ('এক', 'JQ'), ('দায়িত্ব', 'NC')]","[('journalism', 'NN'), ('not', 'RB'), ('a', 'DT'), ('business', 'NN'), ('a', 'DT'), ('responsibility', 'NN')]","[('সাংবাদিকতা', 'O'), ('কোন', 'O'), ('ব্যবসা', 'O'), ('নয়', 'O'), ('এটা', 'O'), ('এক', 'O'), ('দায়িত্ব', 'O')]","['journalism', 'not', 'a', 'busine', 'a', 'responsibily']","['সাংবাদিকতা', 'কোন', 'ব্যবসা', 'নয়', 'দায়িত্ব']"
নিশ্চয় তারা মিথ্যাবাদী।,They are surely lying.,they are surely lying,নিশ্চয় তারা মিথ্যাবাদী,"['surely', 'lying']","['নিশ্চয়', 'তারা', 'মিথ্যাবাদী']","[('they', 'NN'), ('are', 'DT'), ('surely', 'NNS'), ('lying', 'VBP')]","[('নিশ্চয়', 'NC'), ('তারা', 'PPR'), ('মিথ্যাবাদী', 'JJ')]","[('surely', 'RB'), ('lying', 'VBG')]","[('নিশ্চয়', 'O'), ('তারা', 'O'), ('মিথ্যাবাদী', 'O')]","['sure', '']","['নিশ্চয়', 'তা', 'মিথ্যাবাদী']"
এক ছেল ও এক মেয়ে রয়েছে তাঁদের।,They have one son and a daughter.,they have one son and a daughter,এক ছেল ও এক মেয়ে রয়েছে তাঁদের,"['have', 'one', 'son', 'a', 'daughter']","['ছেল', 'মেয়ে', 'রয়েছে', 'তাঁদের']","[('they', 'RB'), ('have', 'JJ'), ('one', 'NN'), ('son', 'VBZ'), ('and', 'DT'), ('a', 'DT'), ('daughter', 'NN')]","[('এক', 'JQ'), ('ছেল', 'NC'), ('ও', 'CCD'), ('এক', 'JQ'), ('মেয়ে', 'NC'), ('রয়েছে', 'VM'), ('তাঁদের', 'PPR')]","[('have', 'VB'), ('one', 'CD'), ('son', 'NN'), ('a', 'DT'), ('daughter', 'NN')]","[('এক', 'O'), ('ছেল', 'S-PER'), ('ও', 'O'), ('এক', 'O'), ('মেয়ে', 'S-PER'), ('রয়েছে', 'O'), ('তাঁদের', 'S-PER')]","['have', 'one', 'son', 'a', 'daught']","['ছেল', 'মেয়', 'রয়', 'তাঁদ']"
সেই কথাটাই সত্যি হয়ে গেল।,That was the truth.,that was the truth,সেই কথাটাই সত্যি হয়ে গেল,['truth'],"['সেই', 'কথাটাই', 'সত্যি', 'হয়ে', 'গেল']","[('that', 'NN'), ('was', 'NN'), ('the', 'NN'), ('truth', 'NN')]","[('সেই', 'DAB'), ('কথাটাই', 'NC'), ('সত্যি', 'JJ'), ('হয়ে', 'VM'), ('গেল', 'VAUX')]","[('truth', 'NN')]","[('সেই', 'O'), ('কথাটাই', 'O'), ('সত্যি', 'O'), ('হয়ে', 'O'), ('গেল', 'O')]",['truth'],"['সেই', 'কথাটাই', 'সত্যি', 'হয়', 'গেল']"
"বসন্তের আনন্দে মেতেছে চীন
","China celebrates the joy of spring
",china celebrates the joy of spring,বসন্তের আনন্দে মেতেছে চীন,"['china', 'celebrates', 'joy', 'spring']","['বসন্তের', 'আনন্দে', 'মেতেছে', 'চীন']","[('china', 'NN'), ('celebrates', 'NN'), ('the', 'NN'), ('joy', 'NN'), ('of', 'IN'), ('spring', 'NNS')]","[('বসন্তের', 'NC'), ('আনন্দে', 'NC'), ('মেতেছে', 'VM'), ('চীন', 'NP')]","[('china', 'NN'), ('celebrates', 'NNS'), ('joy', 'VBP'), ('spring', 'NN')]","[('বসন্তের', 'O'), ('আনন্দে', 'O'), ('মেতেছে', 'O'), ('চীন', 'S-LOC')]","['china', 'celebrate', 'joy', 'spr']","['বসন্ত', 'আনন্দ', 'মেত', 'চীন']"
এটা একটা নতুন ভাবনা।,It’s a new idea.,its a new idea,এটা একটা নতুন ভাবনা,"['a', 'new', 'idea']","['একটা', 'নতুন', 'ভাবনা']","[('its', 'IN'), ('a', 'DT'), ('new', 'JJ'), ('idea', 'NNS')]","[('এটা', 'PPR'), ('একটা', 'JQ'), ('নতুন', 'JJ'), ('ভাবনা', 'NC')]","[('a', 'DT'), ('new', 'JJ'), ('idea', 'NN')]","[('এটা', 'O'), ('একটা', 'O'), ('নতুন', 'O'), ('ভাবনা', 'O')]","['a', 'new', 'idea']","['একটা', 'নতুন', 'ভাবনা']"
আহতদের উদ্ধার করে চিকিৎসার জন্য হাসপাতালে নেয়া হয়েছে।,The injured have been taken to hospital for treatment.,the injured have been taken to hospital for treatment,আহতদের উদ্ধার করে চিকিৎসার জন্য হাসপাতালে নেয়া হয়েছে,"['injured', 'have', 'taken', 'hospital', 'treatment']","['আহতদের', 'উদ্ধার', 'করে', 'চিকিৎসার', 'জন্য', 'হাসপাতালে', 'নেয়া', 'হয়েছে']","[('the', 'NN'), ('injured', 'NNS'), ('have', 'VBP'), ('been', 'JJ'), ('taken', 'NN'), ('to', 'NN'), ('hospital', 'JJ'), ('for', 'NN'), ('treatment', 'NN')]","[('আহতদের', 'NC'), ('উদ্ধার', 'NC'), ('করে', 'VM'), ('চিকিৎসার', 'NC'), ('জন্য', 'PP'), ('হাসপাতালে', 'NC'), ('নেয়া', 'NV'), ('হয়েছে', 'VM')]","[('injured', 'VBN'), ('have', 'VBP'), ('taken', 'VBN'), ('hospital', 'NN'), ('treatment', 'NN')]","[('আহতদের', 'S-PER'), ('উদ্ধার', 'O'), ('করে', 'O'), ('চিকিৎসার', 'O'), ('জন্য', 'O'), ('হাসপাতালে', 'S-ORG'), ('নেয়া', 'O'), ('হয়েছে', 'O')]","['injur', 'have', 'taken', 'hospital', 'treatme']","['আহতদ', 'উদ্ধা', 'ক', 'চিকিৎসা', 'জন্য', 'হাসপাতাল', 'নেয়া', 'হয়']"
জখমও হয়েছেন বেশ কয়েকজন।,Several have been killed.,several have been killed,জখমও হয়েছেন বেশ কয়েকজন,"['several', 'have', 'killed']","['জখমও', 'হয়েছেন', 'বেশ', 'কয়েকজন']","[('several', 'NNS'), ('have', 'VBP'), ('been', 'JJ'), ('killed', 'NN')]","[('জখমও', 'NC'), ('হয়েছেন', 'VM'), ('বেশ', 'JQ'), ('কয়েকজন', 'JQ')]","[('several', 'JJ'), ('have', 'VBP'), ('killed', 'VBN')]","[('জখমও', 'O'), ('হয়েছেন', 'O'), ('বেশ', 'O'), ('কয়েকজন', 'O')]","['several', 'have', 'kill']","['জখমও', 'হয়', 'বেশ', 'কয়েকজন']"
জখমও হয়েছেন বেশ কয়েকজন।,Several have been killed.,several have been killed,জখমও হয়েছেন বেশ কয়েকজন,"['several', 'have', 'killed']","['জখমও', 'হয়েছেন', 'বেশ', 'কয়েকজন']","[('several', 'NNS'), ('have', 'VBP'), ('been', 'JJ'), ('killed', 'NN')]","[('জখমও', 'NC'), ('হয়েছেন', 'VM'), ('বেশ', 'JQ'), ('কয়েকজন', 'JQ')]","[('several', 'JJ'), ('have', 'VBP'), ('killed', 'VBN')]","[('জখমও', 'O'), ('হয়েছেন', 'O'), ('বেশ', 'O'), ('কয়েকজন', 'O')]","['several', 'have', 'kill']","['জখমও', 'হয়', 'বেশ', 'কয়েকজন']"
আমরা চাই ।,We want,we want,আমরা চাই,['want'],['চাই'],"[('we', 'NN'), ('want', 'NN')]","[('আমরা', 'PPR'), ('চাই', 'VM')]","[('want', 'NN')]","[('আমরা', 'S-PER'), ('চাই', 'O')]",['wa'],['চাই']
অবশেষে তা হল।,It finally happened.,it finally happened,অবশেষে তা হল,"['finally', 'happened']","['অবশেষে', 'তা', 'হল']","[('it', 'RB'), ('finally', 'JJ'), ('happened', 'NN')]","[('অবশেষে', 'ALC'), ('তা', 'PPR'), ('হল', 'VM')]","[('finally', 'RB'), ('happened', 'VBD')]","[('অবশেষে', 'O'), ('তা', 'O'), ('হল', 'O')]","['final', 'happen']","['অবশেষ', 'তা', 'হল']"
তা সে পরেই হবে।,It will be after.,it will be after,তা সে পরেই হবে,"['will', 'after']","['তা', 'সে', 'পরেই', 'হবে']","[('it', 'NNS'), ('will', 'MD'), ('be', 'VB'), ('after', 'DT')]","[('তা', 'PPR'), ('সে', 'PPR'), ('পরেই', 'NST'), ('হবে', 'VM')]","[('will', 'MD'), ('after', 'IN')]","[('তা', 'O'), ('সে', 'O'), ('পরেই', 'O'), ('হবে', 'O')]","['will', 'aft']","['তা', 'স', 'পরেই', 'হব']"
যে ঘটনা ঘটেছে তা খুবই দুঃখজনক।,It’s very sad that this happened.,its very sad that this happened,যে ঘটনা ঘটেছে তা খুবই দুঃখজনক,"['very', 'sad', 'happened']","['যে', 'ঘটনা', 'ঘটেছে', 'তা', 'খুবই', 'দুঃখজনক']","[('its', 'NN'), ('very', 'NN'), ('sad', 'VBZ'), ('that', 'JJ'), ('this', 'NN'), ('happened', 'NN')]","[('যে', 'DRL'), ('ঘটনা', 'NC'), ('ঘটেছে', 'VM'), ('তা', 'PPR'), ('খুবই', 'JQ'), ('দুঃখজনক', 'JJ')]","[('very', 'RB'), ('sad', 'JJ'), ('happened', 'VBD')]","[('যে', 'O'), ('ঘটনা', 'O'), ('ঘটেছে', 'O'), ('তা', 'O'), ('খুবই', 'O'), ('দুঃখজনক', 'O')]","['very', 'sad', 'happen']","['য', 'ঘটনা', 'ঘট', 'তা', 'খুবই', 'দুঃখজনক']"
ধন্যবাদ জানিয়েছেন সকলকে।,Thank u everyone.,thank u everyone,ধন্যবাদ জানিয়েছেন সকলকে,"['thank', 'u', 'everyone']","['ধন্যবাদ', 'জানিয়েছেন', 'সকলকে']","[('thank', 'RB'), ('u', 'JJ'), ('everyone', 'NN')]","[('ধন্যবাদ', 'NC'), ('জানিয়েছেন', 'VM'), ('সকলকে', 'PPR')]","[('thank', 'NN'), ('u', 'IN'), ('everyone', 'NN')]","[('ধন্যবাদ', 'O'), ('জানিয়েছেন', 'O'), ('সকলকে', 'O')]","['thank', 'u', 'everyone']","['ধন্যবাদ', 'জানিয়', 'সকলক']"
যদিও এই ঘটনায় জড়িত কোনও ব্যক্তিকে এখনও গ্রেফতার করতে পারেনি পুলিশ।,"Police have, however, failed to arrest anyone in connection with the incident.",police have however failed to arrest anyone in connection with the incident,যদিও এই ঘটনায় জড়িত কোনও ব্যক্তিকে এখনও গ্রেফতার করতে পারেনি পুলিশ,"['police', 'have', 'however', 'failed', 'arrest', 'anyone', 'connection', 'incident']","['যদিও', 'ঘটনায়', 'জড়িত', 'কোনও', 'ব্যক্তিকে', 'গ্রেফতার', 'করতে', 'পারেনি', 'পুলিশ']","[('police', 'RB'), ('have', 'JJ'), ('however', 'JJ'), ('failed', 'NN'), ('to', 'VBD'), ('arrest', 'DT'), ('anyone', 'DT'), ('in', 'JJ'), ('connection', 'NN'), ('with', 'NN'), ('the', 'NN'), ('incident', 'NNS')]","[('যদিও', 'CSB'), ('এই', 'DAB'), ('ঘটনায়', 'NC'), ('জড়িত', 'JJ'), ('কোনও', 'JQ'), ('ব্যক্তিকে', 'NC'), ('এখনও', 'ALC'), ('গ্রেফতার', 'NC'), ('করতে', 'VM'), ('পারেনি', 'VAUX'), ('পুলিশ', 'NC')]","[('police', 'NNS'), ('have', 'VBP'), ('however', 'RB'), ('failed', 'VBN'), ('arrest', 'VBP'), ('anyone', 'NN'), ('connection', 'NN'), ('incident', 'NN')]","[('যদিও', 'O'), ('এই', 'O'), ('ঘটনায়', 'O'), ('জড়িত', 'O'), ('কোনও', 'O'), ('ব্যক্তিকে', 'S-PER'), ('এখনও', 'O'), ('গ্রেফতার', 'O'), ('করতে', 'O'), ('পারেনি', 'O'), ('পুলিশ', 'S-PER')]","['police', 'have', 'howev', 'fail', 'arr', 'anyone', 'connection', 'incide']","['যদিও', 'ঘটনায়', 'জড়িত', 'কোনও', 'ব্যক্তিক', 'গ্রেফতা', 'করত', 'পারেনি', 'পুলিশ']"
কিন্তু আদালত সেই আরজি মঞ্জুর করেনি।,But court didn’t allow this.,but court didnt allow this,কিন্তু আদালত সেই আরজি মঞ্জুর করেনি,"['but', 'court', 'didnt', 'allow']","['কিন্তু', 'আদালত', 'সেই', 'আরজি', 'মঞ্জুর', 'করেনি']","[('but', 'NN'), ('court', 'NN'), ('didnt', 'VBD'), ('allow', 'DT'), ('this', 'NN')]","[('কিন্তু', 'CSB'), ('আদালত', 'JJ'), ('সেই', 'DAB'), ('আরজি', 'NC'), ('মঞ্জুর', 'NC'), ('করেনি', 'VM')]","[('but', 'CC'), ('court', 'NN'), ('didnt', 'VBP'), ('allow', 'NN')]","[('কিন্তু', 'O'), ('আদালত', 'S-ORG'), ('সেই', 'O'), ('আরজি', 'O'), ('মঞ্জুর', 'O'), ('করেনি', 'O')]","['but', 'court', 'did', 'allow']","['কিন্তু', 'আদালত', 'সেই', 'আরজি', 'মঞ্জু', 'করেনি']"
এর কারণ কি? . .,What’s the reason?,whats the reason,এর কারণ কি,"['whats', 'reason']","['কারণ', 'কি']","[('whats', 'NN'), ('the', 'NN'), ('reason', 'NN')]","[('এর', 'PPR'), ('কারণ', 'NC'), ('কি', 'PWH')]","[('whats', 'NNS'), ('reason', 'NN')]","[('এর', 'O'), ('কারণ', 'O'), ('কি', 'O')]","['what', 'reason']","['কারণ', 'কি']"
সেসময়ে বাড়িতে কেউ ছিলেন না।,No one was at home at that time.,no one was at home at that time,সেসময়ে বাড়িতে কেউ ছিলেন না,"['no', 'one', 'home', 'time']","['সেসময়ে', 'বাড়িতে', 'কেউ', 'ছিলেন', 'না']","[('no', 'RB'), ('one', 'RB'), ('was', 'VB'), ('at', 'DT'), ('home', 'NN'), ('at', 'DT'), ('that', 'NN'), ('time', 'NN')]","[('সেসময়ে', 'NC'), ('বাড়িতে', 'NC'), ('কেউ', 'PPR'), ('ছিলেন', 'VM'), ('না', 'CX')]","[('no', 'DT'), ('one', 'CD'), ('home', 'NN'), ('time', 'NN')]","[('সেসময়ে', 'O'), ('বাড়িতে', 'O'), ('কেউ', 'O'), ('ছিলেন', 'O'), ('না', 'O')]","['no', 'one', 'home', 'time']","['সেসময়', 'বাড়িত', 'কেউ', 'ছিলেন', 'না']"
কোনো সমস্যা নেই।,There’s no problem.,theres no problem,কোনো সমস্যা নেই,"['theres', 'no', 'problem']","['কোনো', 'সমস্যা', 'নেই']","[('theres', 'RB'), ('no', 'JJ'), ('problem', 'NN')]","[('কোনো', 'JQ'), ('সমস্যা', 'NC'), ('নেই', 'VM')]","[('theres', 'VBZ'), ('no', 'DT'), ('problem', 'NN')]","[('কোনো', 'O'), ('সমস্যা', 'O'), ('নেই', 'O')]","['there', 'no', 'problem']","['কোনো', 'সমস্যা', 'নেই']"
তখন তুমি কি করিবে?,What will you do then?,what will you do then,তখন তুমি কি করিবে,"['what', 'will', 'do']","['তখন', 'তুমি', 'কি', 'করিবে']","[('what', 'NN'), ('will', 'NN'), ('you', 'NN'), ('do', 'NN'), ('then', 'NN')]","[('তখন', 'ALC'), ('তুমি', 'PPR'), ('কি', 'PWH'), ('করিবে', 'VM')]","[('what', 'WP'), ('will', 'MD'), ('do', 'VB')]","[('তখন', 'O'), ('তুমি', 'S-PER'), ('কি', 'O'), ('করিবে', 'O')]","['what', 'will', 'do']","['তখন', 'তুমি', 'কি', 'করিব']"
ইউটিউব লিংক:,YouTube link:,youtube link,ইউটিউব লিংক,"['youtube', 'link']","['ইউটিউব', 'লিংক']","[('youtube', 'JJ'), ('link', 'NN')]","[('ইউটিউব', 'NP'), ('লিংক', 'PU')]","[('youtube', 'NN'), ('link', 'NN')]","[('ইউটিউব', 'B-PER'), ('লিংক', 'E-PER')]","['youtube', 'link']","['ইউটিউব', 'লিংক']"
সেই লক্ষ্যে কাজ করছি।,I am working towards that.,i am working towards that,সেই লক্ষ্যে কাজ করছি,"['i', 'am', 'working', 'towards']","['সেই', 'লক্ষ্যে', 'কাজ', 'করছি']","[('i', 'IN'), ('am', 'DT'), ('working', 'NN'), ('towards', 'NN'), ('that', 'NN')]","[('সেই', 'DAB'), ('লক্ষ্যে', 'NC'), ('কাজ', 'NC'), ('করছি', 'VM')]","[('i', 'NN'), ('am', 'VBP'), ('working', 'VBG'), ('towards', 'NNS')]","[('সেই', 'O'), ('লক্ষ্যে', 'O'), ('কাজ', 'O'), ('করছি', 'O')]","['i', 'am', 'work', 'toward']","['সেই', 'লক্ষ্য', 'কাজ', 'ক']"
এ ঘটনায় অপর এক যুবক গুরুতর আহত হয়েছেন।,Another youth sustained serious injuries in the incident.,another youth sustained serious injuries in the incident,এ ঘটনায় অপর এক যুবক গুরুতর আহত হয়েছেন,"['another', 'youth', 'sustained', 'serious', 'injuries', 'incident']","['ঘটনায়', 'অপর', 'যুবক', 'গুরুতর', 'আহত', 'হয়েছেন']","[('another', 'DT'), ('youth', 'NN'), ('sustained', 'VBZ'), ('serious', 'NNS'), ('injuries', 'VBP'), ('in', 'JJ'), ('the', 'NN'), ('incident', 'NNS')]","[('এ', 'DAB'), ('ঘটনায়', 'NC'), ('অপর', 'JJ'), ('এক', 'JQ'), ('যুবক', 'NC'), ('গুরুতর', 'NC'), ('আহত', 'JJ'), ('হয়েছেন', 'VM')]","[('another', 'DT'), ('youth', 'NN'), ('sustained', 'VBN'), ('serious', 'JJ'), ('injuries', 'NNS'), ('incident', 'NN')]","[('এ', 'O'), ('ঘটনায়', 'O'), ('অপর', 'O'), ('এক', 'O'), ('যুবক', 'S-PER'), ('গুরুতর', 'O'), ('আহত', 'O'), ('হয়েছেন', 'O')]","['anoth', 'youth', 'sustain', 'seriou', 'injurie', 'incide']","['ঘটনায়', 'অপ', 'যুবক', 'গুরুত', 'আহত', 'হয়']"
তবে আলোচনা চলছে।,But talks are going on.,but talks are going on,তবে আলোচনা চলছে,"['but', 'talks', 'going']","['তবে', 'আলোচনা', 'চলছে']","[('but', 'NN'), ('talks', 'VBD'), ('are', 'DT'), ('going', 'JJ'), ('on', 'NN')]","[('তবে', 'CSB'), ('আলোচনা', 'NC'), ('চলছে', 'VM')]","[('but', 'CC'), ('talks', 'NNS'), ('going', 'VBG')]","[('তবে', 'O'), ('আলোচনা', 'O'), ('চলছে', 'O')]","['but', 'talk', 'go']","['তব', 'আলোচনা', 'চল']"
এত ভয় পেয়েছ কেন?,Why’re you so afraid?,whyre you so afraid,এত ভয় পেয়েছ কেন,"['whyre', 'so', 'afraid']","['ভয়', 'পেয়েছ', 'কেন']","[('whyre', 'NN'), ('you', 'NN'), ('so', 'VBZ'), ('afraid', 'DT')]","[('এত', 'JQ'), ('ভয়', 'NC'), ('পেয়েছ', 'VM'), ('কেন', 'PWH')]","[('whyre', 'NNS'), ('so', 'RB'), ('afraid', 'JJ')]","[('এত', 'O'), ('ভয়', 'O'), ('পেয়েছ', 'O'), ('কেন', 'O')]","['whyre', 'so', 'afraid']","['ভয়', 'পেয়', 'কেন']"
"ইসলামকে সমস্যা হিসেবে গণ্য করা
","Seeing Islam as the problem
",seeing islam as the problem,ইসলামকে সমস্যা হিসেবে গণ্য করা,"['seeing', 'islam', 'problem']","['ইসলামকে', 'সমস্যা', 'হিসেবে', 'গণ্য', 'করা']","[('seeing', 'NNS'), ('islam', 'VBP'), ('as', 'DT'), ('the', 'NN'), ('problem', 'NN')]","[('ইসলামকে', 'NP'), ('সমস্যা', 'NC'), ('হিসেবে', 'PP'), ('গণ্য', 'JJ'), ('করা', 'NV')]","[('seeing', 'VBG'), ('islam', 'NN'), ('problem', 'NN')]","[('ইসলামকে', 'O'), ('সমস্যা', 'O'), ('হিসেবে', 'O'), ('গণ্য', 'O'), ('করা', 'O')]","['see', 'islam', 'problem']","['ইসলামক', 'সমস্যা', 'হিসেব', 'গণ্য', 'ক']"
তাই আমরা এমন সিদ্ধান্ত নিয়েছি।,"So, we made that decision.",so we made that decision,তাই আমরা এমন সিদ্ধান্ত নিয়েছি,"['so', 'made', 'decision']","['তাই', 'সিদ্ধান্ত', 'নিয়েছি']","[('so', 'NNS'), ('we', 'VBP'), ('made', 'JJ'), ('that', 'NN'), ('decision', 'NN')]","[('তাই', 'CSB'), ('আমরা', 'PPR'), ('এমন', 'DAB'), ('সিদ্ধান্ত', 'NC'), ('নিয়েছি', 'VM')]","[('so', 'RB'), ('made', 'VBN'), ('decision', 'NN')]","[('তাই', 'O'), ('আমরা', 'S-PER'), ('এমন', 'O'), ('সিদ্ধান্ত', 'O'), ('নিয়েছি', 'O')]","['so', 'made', 'decision']","['তাই', 'সিদ্ধান্ত', 'নিয়']"
